risk_limit_per_asset,cluster_id,seed_count,non_target_symbol_count,mean_baseline_uncoupled_top_depth,mean_baseline_uncoupled_spread_bps,depth_difference_in_differences_mean,depth_difference_in_differences_median,depth_difference_in_differences_sample_sd,depth_difference_in_differences_mcse,depth_difference_in_differences_normal_95_ci_lower,depth_difference_in_differences_normal_95_ci_upper,depth_difference_in_differences_minimum,depth_difference_in_differences_maximum,depth_difference_in_differences_percent_of_baseline_mean,depth_difference_in_differences_percent_of_baseline_median,depth_difference_in_differences_percent_of_baseline_sample_sd,depth_difference_in_differences_percent_of_baseline_mcse,depth_difference_in_differences_percent_of_baseline_normal_95_ci_lower,depth_difference_in_differences_percent_of_baseline_normal_95_ci_upper,depth_difference_in_differences_percent_of_baseline_minimum,depth_difference_in_differences_percent_of_baseline_maximum,spread_difference_in_differences_bps_mean,spread_difference_in_differences_bps_median,spread_difference_in_differences_bps_sample_sd,spread_difference_in_differences_bps_mcse,spread_difference_in_differences_bps_normal_95_ci_lower,spread_difference_in_differences_bps_normal_95_ci_upper,spread_difference_in_differences_bps_minimum,spread_difference_in_differences_bps_maximum,spread_difference_in_differences_percent_of_baseline_mean,spread_difference_in_differences_percent_of_baseline_median,spread_difference_in_differences_percent_of_baseline_sample_sd,spread_difference_in_differences_percent_of_baseline_mcse,spread_difference_in_differences_percent_of_baseline_normal_95_ci_lower,spread_difference_in_differences_percent_of_baseline_normal_95_ci_upper,spread_difference_in_differences_percent_of_baseline_minimum,spread_difference_in_differences_percent_of_baseline_maximum
1600,0,20,131,544.7468668363006,58.99590676444583,1.0791039016072461,0.010958439346694604,8.118661526922912,1.8153879060511868,-2.47905639425308,4.637264197467572,-10.713494486851118,30.16177268871445,0.20472659212278765,0.0023773228347875857,1.5833776020237798,0.35405399521757797,-0.4892192385036651,0.8986724227492404,-2.0733726833148016,5.857729847653866,-0.00510635781077653,0.014087000292224872,0.12447195256134073,0.02783277472192869,-0.059658596265756765,0.04944588064420371,-0.34718256237221823,0.1692505960316666,-0.009615550774051563,0.023405886301502924,0.21102300016827893,0.047186177319222124,-0.10210045831972692,0.0828693567716238,-0.5986010281459981,0.2770023808346763
1600,1,20,130,1124.5513967948714,51.55073976937736,-10.891077136748635,-7.033647435890771,26.443418755202103,5.912928189412477,-22.48041638799709,0.6982621144998191,-72.56056410256565,37.903782051281155,-0.9645583611107929,-0.6037275754734652,2.506042330885457,0.5603681006351903,-2.062879838355766,0.13376311613418013,-6.653194479435276,3.978762902706378,0.12952746745844265,0.1525948635724994,0.15445697829800534,0.03453763030735497,0.06183371205602692,0.1972212228608584,-0.1816767132927808,0.42234109887611027,0.25228638562580247,0.2931565889640084,0.3036236748367881,0.06789231765133505,0.11921744302918577,0.38535532822241914,-0.3573684847261938,0.8228731647465835
1600,2,20,172,454.87806895994726,8.47610338740986,-1.6058028100761903,-2.1580184108419758,5.1663863670535815,1.1552391114759988,-3.8700714685691477,0.6584658484167671,-14.579402454790568,10.867386950895536,-0.4037197012730447,-0.5422912315603936,1.2761143588880204,0.28534784535371766,-0.9630014781663313,0.15556207562024194,-3.706580929566277,2.6150079516733613,-0.06150975485294432,-0.060798506568610744,0.06452155684194644,0.014427458711270888,-0.08978757392703526,-0.033231935778853375,-0.23361823143000038,0.051544298209444506,-0.7192086119490332,-0.7443081013364218,0.7324703183460912,0.16378534233227712,-1.0402278829202962,-0.39818934097777003,-2.534785715093731,0.6178920634407528
1600,3,20,239,616.9619776847974,17.215134423089804,-1.2676630636848814,-1.3140213853774299,13.897581673710263,3.107593734527145,-7.358546783358085,4.823220655988322,-25.376715481172823,45.245639237555565,-0.3035999872796038,-0.23142851229898503,2.346609100200953,0.5247177464668946,-1.3320467703547172,0.7248467957955096,-4.73406435300873,7.089210527812559,-0.004671496655527641,-0.009565171454722687,0.045759803526011895,0.010232203132119717,-0.024726614794482283,0.015383621483427003,-0.09465341515944559,0.08093924637111272,-0.024462436601847447,-0.05530913603787575,0.26425577270485706,0.05908938712147938,-0.14027763535994703,0.09135276215625214,-0.5328590589267604,0.47521459544655026
1600,4,20,145,2675.758999425284,64.05479349869286,-2.6560436781617454,3.4579674329579575,24.17526894660221,5.405754473894227,-13.25132244699443,7.939235090670939,-51.02277011494698,27.1994176245189,-0.08060717811470347,0.13363953426055067,0.8816982066512349,0.19715371257118183,-0.46702845475421984,0.3058140985248129,-2.024249047814703,0.9215092972519255,-0.05607214293358318,-0.043497736934156706,0.2036709945892158,0.04554221889464784,-0.14533489196709293,0.03319060609992657,-0.4540431580794362,0.3371577421816596,-0.08581656902716625,-0.06723395954675741,0.31065623578693013,0.06946484608537787,-0.22196766735450688,0.050334529300174374,-0.7045076260478788,0.5097972276397125
1600,5,20,176,698.5533862058064,6.974765738004834,8.24279892676633,6.788476957058094,29.23936505182931,6.5381207874822,-4.571917816698781,21.05751567023144,-60.22702651516113,91.12554924243432,1.1966416783453047,1.00941220874551,4.303799038442291,0.9623587211455192,-0.6895814150999131,3.0828647717905224,-9.145029560495727,12.995974600768148,0.00032218927780585104,-0.003187548321388789,0.026566177026431353,0.005940377773339373,-0.011320951157939319,0.011965329713551022,-0.03928534343611023,0.06664841572277869,0.0011575789458956411,-0.042384304761396985,0.3813405822182494,0.08527034644193532,-0.1659723000802976,0.16828745797208886,-0.5703709001389188,0.9801239346068623
1600,6,20,131,1550.3938242154384,14.693121182008777,23.323244274811383,-1.3243575063610251,123.91618611988606,27.708501567658114,-30.98541879779852,77.63190734742129,-112.88988549617125,371.74297709923826,0.9267384100148062,-0.0959434217221645,6.704690398225176,1.4992143498521628,-2.0117217156954332,3.865198535725045,-7.612716270898584,19.978061849861174,-0.016048623999333156,-0.017001703214444497,0.06303427482741714,0.014094892342650853,-0.04367461299092883,0.011577364992262515,-0.15124564905110915,0.11594190799000081,-0.10352673236627186,-0.1136625435307973,0.41861273931825366,0.09360465413630141,-0.2869918544734226,0.07993838974087891,-0.9968786422942368,0.7848527471620936
1600,7,20,74,501.99796959459417,3.0432165083992224,0.44542417417413843,4.145146396401628,12.58725883755867,2.8145966411166166,-5.07118524241443,5.962033590762706,-29.520015015032754,33.867244744743346,0.04884356777238363,0.8867593632498815,2.7169058871027842,0.6075186252031194,-1.1418929376257305,1.2395800731704976,-6.7942055177465255,6.829332577599471,0.0072297113215834315,0.0018999016352778675,0.04518985869374042,0.010104759593281342,-0.012575617481247999,0.027035040124414864,-0.06628471447388895,0.11235086476111089,0.24863162985460163,0.05850480313016888,1.455069351251954,0.32536339813758874,-0.38908063049507224,0.8863438902042755,-2.080596875750781,3.666047663479219
1600,8,20,71,12334.081977308293,27.504908883602752,-7.767368935838749,-22.09589984350623,176.64590580961047,39.4992253337314,-85.1858505899523,69.6511127182748,-489.61242566509827,419.3344444444301,-0.1338135237832156,-0.17930097648806684,1.4754917234961316,0.32992997939756735,-0.7804762834024477,0.5128492358360164,-4.642823142427439,2.743061627680951,0.004541990728055545,0.016482120215002283,0.0518869350508779,0.011602271391787948,-0.018198461199848835,0.027282442655959926,-0.09600120884610774,0.08834943877555546,0.016150665412354867,0.05964536105582238,0.18686174720062543,0.04178355691349794,-0.0657451061381011,0.09804643696281083,-0.34476952884373363,0.31691945479335
1600,9,20,63,2014.5313368606712,4.270003182627167,-5.595033509701693,3.207014991177175,75.91801515834061,16.975784261090904,-38.86757066143986,27.677503642036477,-272.32377425043137,143.6385008818329,-0.3245542334967404,0.16864147205329544,3.887437226315027,0.8692573896303634,-2.0282987171722526,1.3791902501787718,-14.129178309473891,7.013857282624001,0.0028337656786665997,0.0038236106772218115,0.026212333516491614,0.005861255959177135,-0.008654296001320585,0.014321827358653786,-0.046157356364443736,0.05709181185722212,0.06663459409022045,0.08827005292338877,0.6021286758928232,0.13464006504982914,-0.1972599334074447,0.33052912158788555,-1.0507220750476256,1.3127104353009678
