improvement_ticks,improvement_price_units,count
965,96500,1
983,98300,1
996,99600,1
1017,101700,1
1051,105100,1
1068,106800,1
1071,107100,1
1084,108400,1
1087,108700,1
1088,108800,1
1122,112200,1
1133,113300,1
1150,115000,1
1198,119800,1
1211,121100,2
1276,127600,1
1308,130800,1
1327,132700,1
1334,133400,1
1433,143300,1
1474,147400,1
2400,240000,1
3176,317600,1
