improvement_ticks,improvement_price_units,count
334,33400,4
335,33500,6
336,33600,1
337,33700,4
338,33800,6
339,33900,3
340,34000,4
341,34100,2
342,34200,9
343,34300,4
344,34400,4
345,34500,4
346,34600,2
347,34700,4
348,34800,6
349,34900,5
350,35000,6
351,35100,3
352,35200,5
353,35300,2
354,35400,7
355,35500,4
356,35600,1
357,35700,5
358,35800,4
359,35900,3
360,36000,2
361,36100,6
362,36200,3
363,36300,3
364,36400,3
365,36500,2
367,36700,6
368,36800,8
369,36900,3
370,37000,8
371,37100,12
372,37200,8
373,37300,3
374,37400,2
375,37500,1
376,37600,5
377,37700,1
378,37800,4
379,37900,1
380,38000,4
381,38100,2
382,38200,3
383,38300,3
384,38400,1
385,38500,1
386,38600,4
387,38700,2
388,38800,13
389,38900,4
390,39000,4
391,39100,3
392,39200,5
393,39300,4
394,39400,1
395,39500,1
396,39600,4
397,39700,7
398,39800,4
399,39900,6
400,40000,6
401,40100,1
402,40200,1
403,40300,1
404,40400,3
405,40500,3
406,40600,2
408,40800,3
409,40900,2
410,41000,1
412,41200,2
413,41300,5
414,41400,5
415,41500,5
416,41600,4
417,41700,7
418,41800,4
419,41900,3
420,42000,6
421,42100,3
422,42200,2
423,42300,1
424,42400,2
425,42500,4
426,42600,3
427,42700,5
428,42800,1
429,42900,4
430,43000,1
431,43100,3
432,43200,3
433,43300,3
434,43400,4
435,43500,1
436,43600,3
437,43700,3
438,43800,3
439,43900,2
440,44000,6
441,44100,3
442,44200,2
443,44300,3
444,44400,2
445,44500,2
446,44600,1
448,44800,2
449,44900,3
450,45000,3
452,45200,3
453,45300,1
454,45400,1
455,45500,2
456,45600,2
457,45700,1
458,45800,1
459,45900,1
460,46000,4
461,46100,3
463,46300,2
465,46500,3
466,46600,2
467,46700,2
468,46800,2
469,46900,1
470,47000,3
471,47100,1
472,47200,1
473,47300,2
474,47400,1
476,47600,1
477,47700,2
478,47800,1
479,47900,2
480,48000,3
481,48100,1
482,48200,1
485,48500,2
486,48600,1
487,48700,2
488,48800,1
489,48900,4
490,49000,1
491,49100,6
492,49200,7
493,49300,1
494,49400,1
495,49500,3
496,49600,3
497,49700,2
498,49800,1
499,49900,5
500,50000,11
501,50100,4
502,50200,1
503,50300,6
505,50500,1
506,50600,1
507,50700,2
508,50800,3
509,50900,3
510,51000,3
511,51100,1
513,51300,1
515,51500,3
516,51600,1
517,51700,1
519,51900,1
523,52300,1
526,52600,1
527,52700,2
529,52900,1
532,53200,1
534,53400,3
536,53600,1
537,53700,1
539,53900,2
540,54000,2
541,54100,1
542,54200,2
543,54300,3
544,54400,3
545,54500,2
546,54600,2
547,54700,1
548,54800,1
549,54900,1
550,55000,3
551,55100,2
552,55200,1
553,55300,1
554,55400,1
555,55500,2
556,55600,2
557,55700,3
558,55800,6
559,55900,1
560,56000,1
561,56100,4
562,56200,2
563,56300,3
564,56400,4
565,56500,5
566,56600,4
567,56700,3
568,56800,1
569,56900,2
570,57000,1
571,57100,1
572,57200,2
573,57300,4
574,57400,3
575,57500,2
576,57600,1
577,57700,4
579,57900,1
581,58100,1
582,58200,3
583,58300,2
584,58400,1
585,58500,1
586,58600,1
587,58700,4
588,58800,4
589,58900,1
590,59000,3
591,59100,2
592,59200,7
594,59400,2
595,59500,2
596,59600,1
597,59700,1
598,59800,2
599,59900,5
600,60000,5
601,60100,1
602,60200,2
604,60400,1
605,60500,2
606,60600,2
607,60700,1
608,60800,2
611,61100,2
612,61200,1
613,61300,2
614,61400,2
616,61600,1
617,61700,2
619,61900,1
621,62100,2
622,62200,3
624,62400,1
626,62600,1
629,62900,1
632,63200,2
633,63300,1
634,63400,6
635,63500,4
636,63600,1
637,63700,1
638,63800,2
639,63900,2
640,64000,2
641,64100,1
642,64200,2
643,64300,1
644,64400,1
645,64500,2
646,64600,2
647,64700,2
648,64800,2
649,64900,3
650,65000,2
651,65100,2
652,65200,2
653,65300,3
654,65400,1
655,65500,1
656,65600,1
657,65700,1
658,65800,1
659,65900,1
660,66000,5
661,66100,1
662,66200,1
663,66300,3
664,66400,2
665,66500,1
666,66600,1
667,66700,2
668,66800,2
669,66900,3
670,67000,2
671,67100,1
672,67200,1
673,67300,1
674,67400,1
675,67500,3
676,67600,2
677,67700,2
678,67800,2
679,67900,1
680,68000,4
681,68100,3
682,68200,2
683,68300,1
684,68400,3
685,68500,1
686,68600,1
687,68700,3
688,68800,1
689,68900,2
690,69000,2
691,69100,1
692,69200,2
693,69300,1
694,69400,1
695,69500,1
696,69600,1
697,69700,6
698,69800,2
699,69900,2
700,70000,1
701,70100,2
702,70200,3
703,70300,1
704,70400,2
705,70500,1
706,70600,1
707,70700,3
708,70800,1
709,70900,2
710,71000,1
711,71100,2
712,71200,2
713,71300,4
714,71400,1
715,71500,1
716,71600,1
717,71700,1
718,71800,1
719,71900,1
720,72000,2
721,72100,1
722,72200,1
723,72300,1
724,72400,2
725,72500,1
726,72600,1
727,72700,2
728,72800,2
729,72900,1
730,73000,1
731,73100,1
732,73200,1
733,73300,4
734,73400,2
735,73500,3
736,73600,2
737,73700,3
738,73800,2
739,73900,3
740,74000,5
741,74100,2
742,74200,5
743,74300,2
744,74400,2
745,74500,2
746,74600,2
747,74700,3
748,74800,1
749,74900,1
750,75000,4
751,75100,2
752,75200,1
753,75300,4
754,75400,2
755,75500,1
756,75600,3
757,75700,2
758,75800,1
759,75900,2
760,76000,1
761,76100,1
762,76200,1
763,76300,3
764,76400,1
765,76500,1
766,76600,1
767,76700,1
768,76800,4
769,76900,1
770,77000,2
771,77100,1
772,77200,3
773,77300,2
774,77400,2
775,77500,1
776,77600,1
777,77700,1
778,77800,1
779,77900,3
780,78000,1
781,78100,1
782,78200,2
783,78300,2
784,78400,2
785,78500,2
786,78600,2
787,78700,2
788,78800,2
789,78900,3
790,79000,3
791,79100,3
792,79200,7
793,79300,3
794,79400,2
795,79500,3
796,79600,2
797,79700,3
798,79800,2
799,79900,3
800,80000,8
801,80100,5
802,80200,3
803,80300,3
804,80400,5
805,80500,3
806,80600,7
807,80700,4
808,80800,4
809,80900,5
810,81000,3
811,81100,3
812,81200,2
813,81300,1
817,81700,1
818,81800,1
824,82400,1
825,82500,1
826,82600,1
827,82700,1
828,82800,1
829,82900,3
830,83000,1
833,83300,1
840,84000,1
841,84100,2
844,84400,3
848,84800,1
849,84900,1
850,85000,1
857,85700,1
860,86000,1
862,86200,1
863,86300,15
864,86400,3
865,86500,2
866,86600,2
868,86800,1
870,87000,2
871,87100,1
873,87300,3
874,87400,1
875,87500,1
876,87600,2
877,87700,2
878,87800,1
879,87900,2
880,88000,1
881,88100,1
882,88200,6
883,88300,1
884,88400,4
889,88900,4
890,89000,2
891,89100,2
892,89200,1
893,89300,2
894,89400,1
895,89500,1
896,89600,3
897,89700,2
898,89800,2
899,89900,2
900,90000,5
901,90100,3
902,90200,2
903,90300,3
904,90400,3
905,90500,2
906,90600,2
907,90700,1
908,90800,2
909,90900,1
910,91000,5
911,91100,2
912,91200,1
913,91300,1
914,91400,1
915,91500,2
916,91600,1
917,91700,2
918,91800,2
919,91900,1
920,92000,6
921,92100,1
922,92200,2
923,92300,4
925,92500,1
927,92700,3
929,92900,1
934,93400,1
936,93600,1
939,93900,1
942,94200,1
947,94700,2
948,94800,1
949,94900,1
954,95400,1
956,95600,1
957,95700,1
959,95900,1
960,96000,1
961,96100,1
962,96200,1
964,96400,2
965,96500,2
966,96600,2
967,96700,1
968,96800,1
969,96900,1
970,97000,1
971,97100,1
972,97200,2
973,97300,1
974,97400,2
976,97600,1
977,97700,1
978,97800,1
979,97900,1
981,98100,1
983,98300,1
985,98500,3
986,98600,1
987,98700,1
988,98800,2
989,98900,1
991,99100,1
993,99300,2
995,99500,1
996,99600,1
997,99700,2
999,99900,3
1000,100000,5
1001,100100,1
1002,100200,1
1003,100300,2
1004,100400,1
1005,100500,1
1007,100700,1
1009,100900,1
1011,101100,1
1013,101300,1
1015,101500,1
1017,101700,1
1019,101900,1
1021,102100,2
1023,102300,1
1025,102500,1
1027,102700,1
1028,102800,1
1029,102900,1
1030,103000,1
1031,103100,2
1033,103300,3
1035,103500,1
1037,103700,1
1039,103900,2
1040,104000,1
1041,104100,1
1043,104300,1
1045,104500,2
1047,104700,3
1048,104800,1
1049,104900,2
1050,105000,1
1051,105100,1
1052,105200,1
1053,105300,1
1055,105500,1
1057,105700,1
1059,105900,1
1061,106100,1
1063,106300,1
1065,106500,1
1068,106800,1
1069,106900,2
1071,107100,1
1072,107200,1
1074,107400,2
1075,107500,1
1079,107900,1
1080,108000,1
1081,108100,2
1082,108200,1
1084,108400,1
1087,108700,1
1088,108800,1
1089,108900,1
1092,109200,1
1094,109400,2
1095,109500,3
1096,109600,1
1098,109800,1
1100,110000,1
1101,110100,1
1103,110300,1
1107,110700,1
1110,111000,1
1111,111100,2
1113,111300,1
1114,111400,1
1115,111500,1
1116,111600,2
1117,111700,2
1118,111800,1
1120,112000,1
1122,112200,1
1124,112400,1
1126,112600,1
1139,113900,1
1140,114000,1
1143,114300,1
1148,114800,1
1149,114900,2
1150,115000,1
1151,115100,1
1157,115700,1
1164,116400,1
1175,117500,1
1176,117600,1
1177,117700,1
1178,117800,4
1179,117900,2
1180,118000,1
1181,118100,1
1182,118200,1
1183,118300,1
1184,118400,2
1185,118500,1
1190,119000,1
1196,119600,1
1197,119700,2
1199,119900,1
1200,120000,1
1201,120100,2
1205,120500,1
1210,121000,2
1213,121300,1
1220,122000,1
1228,122800,1
1230,123000,1
1245,124500,1
1249,124900,1
1252,125200,1
1253,125300,2
1298,129800,1
1299,129900,1
1301,130100,1
1302,130200,2
1304,130400,1
1306,130600,1
1307,130700,1
1309,130900,1
1310,131000,1
1311,131100,1
1312,131200,1
1314,131400,1
1320,132000,1
1330,133000,1
1345,134500,1
1349,134900,1
1358,135800,1
1360,136000,1
1365,136500,1
1382,138200,1
1401,140100,1
1405,140500,1
1410,141000,1
1420,142000,1
1425,142500,1
1444,144400,1
1445,144500,2
1464,146400,1
1483,148300,1
1500,150000,1
1519,151900,1
1520,152000,2
1547,154700,1
1584,158400,1
1585,158500,1
1587,158700,1
1589,158900,1
1590,159000,1
1592,159200,1
1593,159300,1
1594,159400,1
1595,159500,1
1596,159600,1
1597,159700,1
1599,159900,1
1600,160000,3
1601,160100,1
1602,160200,1
1604,160400,1
1615,161500,1
1620,162000,1
1634,163400,1
1700,170000,1
1714,171400,1
1766,176600,1
1861,186100,1
1865,186500,1
2132,213200,1
2336,233600,1
2373,237300,1
2461,246100,1
2554,255400,1
2662,266200,1
2799,279900,1
3050,305000,1
3066,306600,1
3280,328000,1
3315,331500,1
3408,340800,1
3657,365700,1
3803,380300,1
3921,392100,1
4452,445200,1
5085,508500,1
5555,555500,1
8579,857900,1
9146,914600,1
9966,996600,1
11226,1122600,1
